4541,AUS,BNA,4/1/15,315,430,756,N396SW,2,2
359,AUS,BWI,4/1/15,315,555,1342,N793SA,3,3
787,LAS,HOU,4/1/15,315,610,1235,N366SW,3,3
3757,MCI,MCO,4/1/15,315,530,1072,N635SW,3,3
3304,DEN,LAX,4/1/15,320,415,862,N249WN,2,2
266,OAK,LAX,4/1/15,325,405,337,N253WN,2,2
819,LAX,LAS,4/1/15,325,400,236,N346SW,2,2
3223,MCI,LAS,4/1/15,325,395,1139,N362SW,3,3
3920,BOS,BWI,4/1/15,330,440,369,N214WN,2,2
975,CMH,BWI,4/1/15,330,420,337,N226WN,2,2
1032,MSY,MDW,4/1/15,330,465,825,N418WN,2,2
910,LAS,DEN,4/1/15,330,505,628,N368SW,2,2
4378,LAS,MDW,4/1/15,330,655,1521,N937WN,3,3
3582,MDW,HOU,4/1/15,330,495,937,N201LV,2,2
713,ABQ,BWI,4/1/15,335,670,1670,N293WN,3,3
4340,ATL,DAL,4/1/15,335,420,721,N228WN,2,2
804,AUS,DAL,4/1/15,335,395,189,N7743B,2,2
1807,PDX,LAS,4/1/15,335,460,763,N935WN,2,2
281,HOU,BWI,4/1/15,335,565,1246,N419WN,3,3
885,IND,BWI,4/1/15,335,435,516,N920WN,2,2
356,MCI,FLL,4/1/15,335,575,1242,N218WN,3,3
2514,MDW,DEN,4/1/15,335,435,895,N798SW,2,2
771,BOS,ATL,4/1/15,340,530,946,N452WN,2,2
142,BOS,MDW,4/1/15,340,455,861,N746SW,2,2
2584,BDL,BWI,4/1/15,340,430,283,N8653A,2,2
2963,OMA,LAS,4/1/15,340,405,1099,N711HK,3,3
3399,LAS,LAX,4/1/15,340,410,236,N952WN,2,2
3845,LAX,AUS,4/1/15,340,635,1242,N205WN,3,3
565,MCI,MDW,4/1/15,340,430,405,N7716A,2,2
2247,MDW,DCA,4/1/15,340,505,601,N737JW,2,2
4828,MDW,MSP,4/1/15,340,430,349,N7735A,2,2
2229,BNA,MDW,4/1/15,345,440,395,N496WN,2,2
4344,CLE,MDW,4/1/15,345,380,307,N8605E,2,2
1694,AUS,MDW,4/1/15,345,495,972,N773SA,2,2
2940,BDL,ATL,4/1/15,345,505,859,N473WN,2,2
1989,MSP,MDW,4/1/15,345,435,349,N238WN,2,2
1894,OAK,PDX,4/1/15,345,450,543,N651SW,2,2
712,DTW,ATL,4/1/15,345,465,594,N7714B,2,2
3667,LAX,ATL,4/1/15,345,780,1947,N215WN,3,3
1090,MDW,BNA,4/1/15,345,430,395,N909WN,2,2
716,BNA,DEN,4/1/15,350,465,1014,N619SW,3,3
1877,CMH,ATL,4/1/15,350,455,447,N603SW,2,2
1803,MEM,MDW,4/1/15,350,445,480,N7734H,2,2
506,OKC,DAL,4/1/15,350,405,181,N7703A,2,2
2236,DEN,BWI,4/1/15,350,670,1491,N910WN,3,3
514,DTW,BWI,4/1/15,350,445,409,N317WN,2,2
4914,MCI,BNA,4/1/15,350,440,491,N7706A,2,2
1250,BNA,HOU,4/1/15,355,490,670,N940WN,2,2
2404,ABQ,MDW,4/1/15,355,575,1121,N7721E,3,3
164,MKE,BWI,4/1/15,355,535,641,N221WN,2,2
1613,DEN,ATL,4/1/15,355,650,1199,N786SW,3,3
876,IND,ATL,4/1/15,355,455,432,N426WN,2,2
695,LAS,ATL,4/1/15,355,780,1747,N446WN,3,3
1873,BNA,MCO,4/1/15,360,525,616,N921WN,2,2
450,BOS,MKE,4/1/15,360,470,860,N499WN,2,2
1069,ABQ,DAL,4/1/15,360,515,580,N7750A,2,2
1515,ATL,DEN,4/1/15,360,450,1199,N413WN,3,3
3028,ATL,MDW,4/1/15,360,415,591,N248WN,2,2
423,AUS,LAX,4/1/15,360,445,1242,N8603F,3,3
367,MKE,DEN,4/1/15,360,470,896,N500WR,2,2
3814,MKE,MCO,4/1/15,360,585,1066,N8649A,3,3
15,MSP,MCI,4/1/15,360,450,393,N927WN,2,2
4296,MSY,BWI,4/1/15,360,570,998,N7713A,2,2
2605,MSY,DAL,4/1/15,360,450,436,N358SW,2,2
3050,MSY,HOU,4/1/15,360,440,302,N644SW,2,2
2339,OAK,DAL,4/1/15,360,685,1468,N8303R,3,3
3674,OAK,DEN,4/1/15,360,575,957,N408WN,2,2
660,PDX,DEN,4/1/15,360,575,991,N790SW,2,2
858,DAL,ATL,4/1/15,360,540,721,N559WN,2,2
622,DAL,AUS,4/1/15,360,415,189,N415WN,2,2
1628,DAL,HOU,4/1/15,360,420,239,N495WN,2,2
2376,DCA,HOU,4/1/15,360,515,1218,N260WN,3,3
2681,DEN,HOU,4/1/15,360,565,883,N420WN,2,2
2948,DEN,LAS,4/1/15,360,420,628,N242WN,2,2
616,DEN,MDW,4/1/15,360,565,895,N923WN,2,2
635,DTW,BNA,4/1/15,360,400,456,N243WN,2,2
572,EWR,MDW,4/1/15,360,450,711,N740SW,2,2
1214,FLL,MSY,4/1/15,360,435,674,N950WN,2,2
1636,HOU,DAL,4/1/15,360,420,239,N412WN,2,2
193,HOU,LAS,4/1/15,360,440,1235,N7730A,3,3
964,HOU,LAX,4/1/15,360,465,1390,N7733B,3,3
905,HOU,MDW,4/1/15,360,505,937,N951WN,2,2
1706,HOU,MSY,4/1/15,360,420,302,N267WN,2,2
236,IND,LAS,4/1/15,360,440,1590,N8329B,3,3
2242,LAS,AUS,4/1/15,360,640,1090,N716SW,3,3
462,LAS,DAL,4/1/15,360,635,1067,N941WN,3,3
3844,LAS,MCI,4/1/15,360,640,1139,N437WN,3,3
2420,LAS,OAK,4/1/15,360,450,407,N618WN,2,2
4201,LAX,DEN,4/1/15,360,575,862,N290WN,2,2
825,LGA,ATL,4/1/15,360,515,762,N742SW,2,2
4469,MCI,ATL,4/1/15,360,540,692,N459WN,2,2
1802,MDW,CLE,4/1/15,360,490,307,N750SA,2,2
735,MDW,EWR,4/1/15,360,540,711,N901WN,2,2
663,MDW,LGA,4/1/15,360,540,725,N427WN,2,2
4293,MDW,MCO,4/1/15,360,585,990,N8601C,2,2
246,CLE,BWI,4/1/15,365,460,314,N8659D,2,2
3835,CMH,LAS,4/1/15,365,465,1771,N291WN,3,3
2227,ATL,LAS,4/1/15,365,470,1747,N481WN,3,3
158,ATL,MCO,4/1/15,365,450,404,N656SW,2,2
1270,MSP,ATL,4/1/15,365,575,907,N564WN,2,2
2606,OAK,MDW,4/1/15,365,740,1844,N8305E,3,3
917,PDX,MCI,4/1/15,365,685,1482,N212WN,3,3
130,DAL,BWI,4/1/15,365,600,1209,N254WN,3,3
1078,DAL,LAS,4/1/15,365,420,1067,N284WN,3,3
1434,DAL,LAX,4/1/15,365,445,1246,N461WN,3,3
1790,DAL,MCI,4/1/15,365,450,460,N259WN,2,2
3659,DCA,ATL,4/1/15,365,480,547,N958WN,2,2
1880,DEN,BNA,4/1/15,365,580,1014,N708SW,3,3
770,MDW,BWI,4/1/15,365,535,611,N685SW,2,2
3759,MDW,FLL,4/1/15,365,605,1167,N8609A,3,3
4205,MDW,LAX,4/1/15,365,520,1750,N566WN,3,3
744,AUS,DEN,4/1/15,370,455,775,N560WN,2,2
3830,BDL,MDW,4/1/15,370,460,777,N7718B,2,2
2785,OMA,MDW,4/1/15,370,475,423,N8327A,2,2
4752,DAL,MCO,4/1/15,370,590,973,N8604K,2,2
2057,DAL,MSY,4/1/15,370,450,436,N7711N,2,2
927,FLL,HOU,4/1/15,370,490,957,N718SW,2,2
4553,HOU,ATL,4/1/15,370,540,696,N639SW,2,2
1707,IND,HOU,4/1/15,370,470,861,N409WN,2,2
3222,LAX,HOU,4/1/15,370,680,1390,N8607M,3,3
3489,LAX,MDW,4/1/15,370,735,1750,N8313F,3,3
133,LGA,MDW,4/1/15,370,465,725,N8642E,2,2
794,MCI,DAL,4/1/15,370,465,460,N779SW,2,2
3937,MDW,LAS,4/1/15,370,490,1521,N8637A,3,3
188,BWI,FLL,4/1/15,375,540,925,N424WN,2,2
274,BWI,MCO,4/1/15,375,515,787,N754SW,2,2
521,CLE,BNA,4/1/15,375,425,448,N8626B,2,2
4191,CMH,MDW,4/1/15,375,395,283,N7717D,2,2
3918,AUS,HOU,4/1/15,375,425,148,N373SW,2,2
3924,OAK,LAS,4/1/15,375,465,407,N962WN,2,2
4475,OAK,LAX,4/1/15,375,455,337,N557WN,2,2
3926,DCA,BNA,4/1/15,375,430,562,N7719A,2,2
1703,DTW,MDW,4/1/15,375,385,228,N401WN,2,2
4640,EWR,BNA,4/1/15,375,470,748,N787SA,2,2
